strategy_name,n,horizon,start_year,end_year,is_after_tax,tax_rate,initial_capital,final_equity,cumulative_return,cagr,max_drawdown,total_taxes_paid,total_dividends_received,pre_liquidation_wealth,post_liquidation_wealth,post_liquidation_cagr,tax_drag,alpha_vs_spx
Nasdaq 100 (Annual),0,20y,2004,2024,False,0.0,10000.0,151200.62313572518,14.120062313572523,0.14545406830579943,-0.416711231811608,0.0,6640.991095426471,151200.62313572518,151200.62313572518,0.14545406830579943,0.0,0.04190619727361167
Nasdaq 100 (Annual),0,20y,2004,2024,True,0.3,10000.0,144393.74847457442,13.439374847457442,0.14281891417794434,-0.4173538794965217,1930.3898182946077,6434.632727648693,144393.74847457442,105426.89680500832,0.12498717424814676,0.0026351541278550883,0.04567929401201898
S&P 500 (Quarterly),0,20y,2004,2024,False,0.0,10000.0,71750.27090105858,6.175027090105861,0.10354787103218777,-0.4580336334523749,0.0,9240.52028838835,71750.27090105858,71750.27090105858,0.10354787103218777,0.0,0.0
S&P 500 (Quarterly),0,20y,2004,2024,True,0.3,10000.0,63822.36838558195,5.382236838558195,0.09710614052642375,-0.46390678342131614,2566.3370236821534,8554.456745607176,63822.36838558195,49472.09378648487,0.08322335362132294,0.006441730505764021,0.0
MSCI World (Quarterly),0,20y,2004,2024,False,0.0,10000.0,51791.07916510662,4.179107916510663,0.08570727526952071,-0.480940160067257,0.0,10365.725553627079,51791.07916510662,51791.07916510662,0.08570727526952071,0.0,-0.017840595762667055
MSCI World (Quarterly),0,20y,2004,2024,True,0.3,10000.0,44366.32597942028,3.4366325979420282,0.07733972328526795,-0.4901294296871282,2824.6054564837455,9415.351521612489,44366.32597942028,36033.65200513282,0.0661919863973024,0.008367551984252763,-0.01979989688065742
FBGRX (Quarterly),0,20y,2004,2024,False,0.0,10000.0,126390.4653802497,11.63904653802497,0.13523485211047426,-0.42042318307267706,0.0,33758.11092840491,126390.4653802497,126390.4653802497,0.13523485211047426,0.0,0.03168698107828649
FBGRX (Quarterly),0,20y,2004,2024,True,0.3,10000.0,98513.80192203638,8.851380192203639,0.12117874002028106,-0.430236873266512,8550.746122520679,28502.487075068933,98513.80192203638,77945.18363118994,0.1081268148746688,0.014056112090193196,0.024039119854355695
Nasdaq 100 (Quarterly),0,20y,2004,2024,False,0.0,10000.0,151200.62313572515,14.120062313572523,0.14545406830579943,-0.41783473191742165,0.0,6226.669309892628,151200.62313572515,151200.62313572515,0.14545406830579943,0.0,0.04190619727361167
Nasdaq 100 (Quarterly),0,20y,2004,2024,True,0.3,10000.0,144378.16031524446,13.437816031524445,0.14281274515848197,-0.4186566390183849,1808.2006212157755,6027.335404052585,144378.16031524446,105330.45265552215,0.12493569516255043,0.0026413231473174648,0.0456731249925566
S&P 500 (Annual),0,30y,1994,2024,False,0.0,10000.0,224276.45863368694,21.42764586336871,0.10924153460223263,-0.376085881072524,0.0,34439.00709943964,224276.45863368694,224276.45863368694,0.10924153460223263,0.0,0.0
S&P 500 (Annual),0,30y,1994,2024,True,0.3,10000.0,189788.56661811427,17.978856661811427,0.10308505723164485,-0.38368471556742473,9226.175165121153,30753.91721707051,189788.56661811427,142310.3192482648,0.09254972763120306,0.006156477370587776,0.0
