strategy_name,n,year,ticker,action,shares,price,realized_gain
Top_10_MarketCap,10,2015,GOOGL,SELL,23.1247,37.89,469.66
Top_10_MarketCap,10,2015,BRK.B,SELL,1.0859,132.04,45.98
Top_10_MarketCap,10,2015,WFC,SELL,27.1566,44.86,227.78
Top_10_MarketCap,10,2015,PG,SELL,13.5566,63.3,-82.76
Top_10_MarketCap,10,2015,MSFT,SELL,0.6464,55.48,18.58
Top_10_MarketCap,10,2015,BRK.B,SELL,0.1584,132.04,6.71
Top_10_MarketCap,10,2015,JNJ,SELL,0.212,89.28,9.27
Top_10_MarketCap,10,2015,GE,SELL,0.1812,93.45,-2.91
Top_10_MarketCap,10,2015,GOOGL,SELL,0.4207,37.89,8.54
Top_10_MarketCap,10,2015,JPM,SELL,0.2644,56.51,7.18
Top_10_MarketCap,10,2015,MSFT,SELL,0.037,55.48,1.07
Top_10_MarketCap,10,2015,BRK.B,SELL,0.0091,132.04,0.38
Top_10_MarketCap,10,2015,JNJ,SELL,0.0121,89.28,0.53
Top_10_MarketCap,10,2015,GE,SELL,0.0104,93.45,-0.17
Top_10_MarketCap,10,2015,GOOGL,SELL,0.0241,37.89,0.49
Top_10_MarketCap,10,2015,JPM,SELL,0.0152,56.51,0.41
Top_10_MarketCap,10,2015,MSFT,SELL,0.0021,55.48,0.06
Top_10_MarketCap,10,2015,BRK.B,SELL,0.0005,132.04,0.02
Top_10_MarketCap,10,2015,JNJ,SELL,0.0007,89.28,0.03
Top_10_MarketCap,10,2015,GE,SELL,0.0006,93.45,-0.01
Top_10_MarketCap,10,2015,GOOGL,SELL,0.0014,37.89,0.03
Top_10_MarketCap,10,2015,JPM,SELL,0.0009,56.51,0.02
Top_10_MarketCap,10,2015,MSFT,SELL,0.0001,55.48,0.0
Top_10_MarketCap,10,2015,AAPL,BUY,5.5185,26.34,0.0
Top_10_MarketCap,10,2015,XOM,BUY,0.6953,77.95,0.0
Top_10_MarketCap,10,2015,AMZN,BUY,51.1338,33.8,0.0
Top_10_MarketCap,10,2015,META,BUY,14.0671,104.66,0.0
Top_10_MarketCap,10,2016,GE,SELL,0.2601,94.86,-3.81
Top_10_MarketCap,10,2016,XOM,SELL,3.9202,90.26,152.89
Top_10_MarketCap,10,2016,JNJ,SELL,0.2769,102.5,15.77
Top_10_MarketCap,10,2016,JPM,SELL,0.9984,76.53,47.1
Top_10_MarketCap,10,2016,BRK.B,SELL,0.9039,162.98,66.24
Top_10_MarketCap,10,2016,MSFT,SELL,0.02,62.14,0.71
Top_10_MarketCap,10,2016,XOM,SELL,0.1003,90.26,3.91
Top_10_MarketCap,10,2016,BRK.B,SELL,0.0432,162.98,3.16
Top_10_MarketCap,10,2016,JNJ,SELL,0.0621,102.5,3.54
Top_10_MarketCap,10,2016,JPM,SELL,0.0745,76.53,3.51
Top_10_MarketCap,10,2016,GE,SELL,0.053,94.86,-0.78
Top_10_MarketCap,10,2016,MSFT,SELL,0.0098,62.14,0.35
Top_10_MarketCap,10,2016,XOM,SELL,0.0051,90.26,0.2
Top_10_MarketCap,10,2016,BRK.B,SELL,0.0022,162.98,0.16
Top_10_MarketCap,10,2016,JNJ,SELL,0.0031,102.5,0.18
Top_10_MarketCap,10,2016,JPM,SELL,0.0038,76.53,0.18
Top_10_MarketCap,10,2016,GE,SELL,0.0027,94.86,-0.04
Top_10_MarketCap,10,2016,MSFT,SELL,0.0007,62.14,0.03
Top_10_MarketCap,10,2016,XOM,SELL,0.0004,90.26,0.01
Top_10_MarketCap,10,2016,BRK.B,SELL,0.0002,162.98,0.01
Top_10_MarketCap,10,2016,JNJ,SELL,0.0002,102.5,0.01
Top_10_MarketCap,10,2016,JPM,SELL,0.0003,76.53,0.01
Top_10_MarketCap,10,2016,GE,SELL,0.0002,94.86,-0.0
Top_10_MarketCap,10,2016,AAPL,BUY,6.0158,27.91,0.0
Top_10_MarketCap,10,2016,AMZN,BUY,8.1229,37.48,0.0
Top_10_MarketCap,10,2016,META,BUY,0.2554,115.05,0.0
Top_10_MarketCap,10,2016,GOOGL,BUY,1.967,39.53,0.0
Top_10_MarketCap,10,2017,GE,SELL,11.3288,52.35,-380.78
Top_10_MarketCap,10,2017,XOM,SELL,3.5309,83.64,114.33
Top_10_MarketCap,10,2017,MSFT,SELL,2.1248,85.54,124.96
Top_10_MarketCap,10,2017,AAPL,SELL,15.6344,42.31,552.21
Top_10_MarketCap,10,2017,AMZN,SELL,10.4632,59.45,268.38
Top_10_MarketCap,10,2017,META,SELL,0.0049,176.46,0.35
Top_10_MarketCap,10,2017,AAPL,SELL,0.8513,42.31,30.07
Top_10_MarketCap,10,2017,MSFT,SELL,0.3445,85.54,20.26
Top_10_MarketCap,10,2017,AMZN,SELL,0.4269,59.45,10.95
Top_10_MarketCap,10,2017,META,SELL,0.1253,176.46,8.99
Top_10_MarketCap,10,2017,XOM,SELL,0.1566,83.64,5.07
Top_10_MarketCap,10,2017,AAPL,SELL,0.0944,42.31,3.33
Top_10_MarketCap,10,2017,MSFT,SELL,0.0382,85.54,2.25
Top_10_MarketCap,10,2017,AMZN,SELL,0.0473,59.45,1.21
Top_10_MarketCap,10,2017,META,SELL,0.0139,176.46,1.0
Top_10_MarketCap,10,2017,XOM,SELL,0.0174,83.64,0.56
Top_10_MarketCap,10,2017,AAPL,SELL,0.0105,42.31,0.37
Top_10_MarketCap,10,2017,MSFT,SELL,0.0042,85.54,0.25
Top_10_MarketCap,10,2017,AMZN,SELL,0.0052,59.45,0.13
Top_10_MarketCap,10,2017,META,SELL,0.0015,176.46,0.11
Top_10_MarketCap,10,2017,XOM,SELL,0.0019,83.64,0.06
Top_10_MarketCap,10,2017,AAPL,SELL,0.0012,42.31,0.04
Top_10_MarketCap,10,2017,MSFT,SELL,0.0005,85.54,0.03
Top_10_MarketCap,10,2017,AMZN,SELL,0.0006,59.45,0.01
Top_10_MarketCap,10,2017,META,SELL,0.0002,176.46,0.01
Top_10_MarketCap,10,2017,XOM,SELL,0.0002,83.64,0.01
Top_10_MarketCap,10,2017,AAPL,SELL,0.0001,42.31,0.0
Top_10_MarketCap,10,2017,BRK.B,BUY,1.5195,198.22,0.0
Top_10_MarketCap,10,2017,JNJ,BUY,1.9982,127.35,0.0
Top_10_MarketCap,10,2017,JPM,BUY,2.9537,93.3,0.0
Top_10_MarketCap,10,2017,GOOGL,BUY,0.8732,52.73,0.0
Top_10_MarketCap,10,2017,BAC,BUY,49.1956,28.25,0.0
Top_10_MarketCap,10,2018,XOM,SELL,17.7241,69.78,-61.52
Top_10_MarketCap,10,2018,JNJ,SELL,2.2147,114.65,153.06
Top_10_MarketCap,10,2018,JPM,SELL,6.2524,87.75,365.14
Top_10_MarketCap,10,2018,BRK.B,SELL,2.1396,204.18,244.94
Top_10_MarketCap,10,2018,META,SELL,5.2351,131.09,138.36
Top_10_MarketCap,10,2018,BAC,SELL,49.1956,23.33,-242.04
Top_10_MarketCap,10,2018,BRK.B,SELL,0.0678,204.18,7.76
Top_10_MarketCap,10,2018,JNJ,SELL,0.1028,114.65,7.11
Top_10_MarketCap,10,2018,META,SELL,0.0704,131.09,1.86
Top_10_MarketCap,10,2018,JPM,SELL,0.0993,87.75,5.8
Top_10_MarketCap,10,2018,BRK.B,SELL,0.0026,204.18,0.29
Top_10_MarketCap,10,2018,JNJ,SELL,0.0039,114.65,0.27
Top_10_MarketCap,10,2018,META,SELL,0.0027,131.09,0.07
Top_10_MarketCap,10,2018,JPM,SELL,0.0037,87.75,0.22
Top_10_MarketCap,10,2018,JNJ,SELL,0.0001,114.65,0.01
Top_10_MarketCap,10,2018,JPM,SELL,0.0001,87.75,0.01
Top_10_MarketCap,10,2018,META,SELL,0.0001,131.09,0.0
Top_10_MarketCap,10,2018,MSFT,BUY,6.1545,101.57,0.0
Top_10_MarketCap,10,2018,AAPL,BUY,10.0905,39.44,0.0
Top_10_MarketCap,10,2018,AMZN,BUY,4.1403,75.11,0.0
Top_10_MarketCap,10,2018,GOOGL,BUY,17.2185,52.12,0.0
Top_10_MarketCap,10,2018,V,BUY,7.8139,132.25,0.0
Top_10_MarketCap,10,2018,PG,BUY,11.3279,79.82,0.0
Top_10_MarketCap,10,2019,MSFT,SELL,6.5773,157.7,861.42
Top_10_MarketCap,10,2019,JNJ,SELL,0.9551,132.55,83.1
Top_10_MarketCap,10,2019,AAPL,SELL,15.9378,73.41,1058.59
Top_10_MarketCap,10,2019,GOOGL,SELL,9.2716,66.81,456.44
Top_10_MarketCap,10,2019,AAPL,SELL,2.039,73.41,135.43
Top_10_MarketCap,10,2019,MSFT,SELL,0.8689,157.7,113.81
Top_10_MarketCap,10,2019,GOOGL,SELL,0.852,66.81,41.94
Top_10_MarketCap,10,2019,JNJ,SELL,0.2704,132.55,23.53
Top_10_MarketCap,10,2019,V,SELL,0.0486,188.47,2.73
Top_10_MarketCap,10,2019,AAPL,SELL,0.2632,73.41,17.48
Top_10_MarketCap,10,2019,MSFT,SELL,0.1121,157.7,14.69
Top_10_MarketCap,10,2019,GOOGL,SELL,0.11,66.81,5.41
Top_10_MarketCap,10,2019,JNJ,SELL,0.0349,132.55,3.04
Top_10_MarketCap,10,2019,V,SELL,0.0231,188.47,1.3
Top_10_MarketCap,10,2019,AAPL,SELL,0.0347,73.41,2.31
Top_10_MarketCap,10,2019,MSFT,SELL,0.0148,157.7,1.94
Top_10_MarketCap,10,2019,GOOGL,SELL,0.0145,66.81,0.71
Top_10_MarketCap,10,2019,JNJ,SELL,0.0046,132.55,0.4
Top_10_MarketCap,10,2019,V,SELL,0.0031,188.47,0.17
Top_10_MarketCap,10,2019,AAPL,SELL,0.0046,73.41,0.3
Top_10_MarketCap,10,2019,MSFT,SELL,0.002,157.7,0.26
Top_10_MarketCap,10,2019,GOOGL,SELL,0.0019,66.81,0.09
Top_10_MarketCap,10,2019,JNJ,SELL,0.0006,132.55,0.05
Top_10_MarketCap,10,2019,V,SELL,0.0004,188.47,0.02
Top_10_MarketCap,10,2019,AAPL,SELL,0.0006,73.41,0.04
Top_10_MarketCap,10,2019,MSFT,SELL,0.0003,157.7,0.03
Top_10_MarketCap,10,2019,GOOGL,SELL,0.0003,66.81,0.01
Top_10_MarketCap,10,2019,AMZN,BUY,6.1401,94.9,0.0
Top_10_MarketCap,10,2019,META,BUY,8.0083,205.25,0.0
Top_10_MarketCap,10,2019,BRK.B,BUY,0.7157,226.5,0.0
Top_10_MarketCap,10,2019,JPM,BUY,0.6445,124.71,0.0
Top_10_MarketCap,10,2019,PG,BUY,0.8271,104.99,0.0
Top_10_MarketCap,10,2020,AAPL,SELL,17.9094,132.69,2251.21
Top_10_MarketCap,10,2020,AMZN,SELL,9.4128,162.85,1214.72
Top_10_MarketCap,10,2020,META,SELL,3.8989,273.16,656.97
Top_10_MarketCap,10,2020,PG,SELL,12.155,124.63,523.85
Top_10_MarketCap,10,2020,AAPL,SELL,2.1312,132.69,267.89
Top_10_MarketCap,10,2020,MSFT,SELL,0.3662,222.42,71.66
Top_10_MarketCap,10,2020,AMZN,SELL,1.4919,162.85,192.53
Top_10_MarketCap,10,2020,META,SELL,0.3937,273.16,66.34
Top_10_MarketCap,10,2020,AAPL,SELL,0.2745,132.69,34.5
Top_10_MarketCap,10,2020,MSFT,SELL,0.1499,222.42,29.33
Top_10_MarketCap,10,2020,AMZN,SELL,0.1921,162.85,24.79
Top_10_MarketCap,10,2020,META,SELL,0.0507,273.16,8.54
Top_10_MarketCap,10,2020,AAPL,SELL,0.0446,132.69,5.6
Top_10_MarketCap,10,2020,MSFT,SELL,0.0243,222.42,4.76
Top_10_MarketCap,10,2020,AMZN,SELL,0.0312,162.85,4.03
Top_10_MarketCap,10,2020,META,SELL,0.0082,273.16,1.39
Top_10_MarketCap,10,2020,AAPL,SELL,0.0072,132.69,0.91
Top_10_MarketCap,10,2020,MSFT,SELL,0.004,222.42,0.77
Top_10_MarketCap,10,2020,AMZN,SELL,0.0051,162.85,0.65
Top_10_MarketCap,10,2020,META,SELL,0.0013,273.16,0.23
Top_10_MarketCap,10,2020,AAPL,SELL,0.0012,132.69,0.15
Top_10_MarketCap,10,2020,MSFT,SELL,0.0006,222.42,0.13
Top_10_MarketCap,10,2020,AMZN,SELL,0.0008,162.85,0.11
Top_10_MarketCap,10,2020,META,SELL,0.0002,273.16,0.04
Top_10_MarketCap,10,2020,AAPL,SELL,0.0002,132.69,0.02
Top_10_MarketCap,10,2020,MSFT,SELL,0.0001,222.42,0.02
Top_10_MarketCap,10,2020,AMZN,SELL,0.0001,162.85,0.02
Top_10_MarketCap,10,2020,GOOGL,BUY,18.0789,87.67,0.0
Top_10_MarketCap,10,2020,TSLA,BUY,12.389,235.22,0.0
Top_10_MarketCap,10,2020,BRK.B,BUY,0.5793,231.87,0.0
Top_10_MarketCap,10,2020,JNJ,BUY,3.5287,141.52,0.0
Top_10_MarketCap,10,2020,JPM,BUY,4.5248,114.65,0.0
Top_10_MarketCap,10,2020,V,BUY,0.3708,218.73,0.0
Top_10_MarketCap,10,2021,MSFT,SELL,3.9705,323.37,1177.81
Top_10_MarketCap,10,2021,JPM,SELL,17.6819,140.57,1295.5
Top_10_MarketCap,10,2021,AAPL,SELL,0.4778,173.45,79.53
Top_10_MarketCap,10,2021,BRK.B,SELL,0.4855,299.0,101.62
Top_10_MarketCap,10,2021,AMZN,SELL,9.9759,166.72,1326.0
Top_10_MarketCap,10,2021,META,SELL,1.278,336.35,296.1
Top_10_MarketCap,10,2021,V,SELL,8.1096,216.51,651.24
Top_10_MarketCap,10,2021,AAPL,SELL,1.729,173.45,287.81
Top_10_MarketCap,10,2021,MSFT,SELL,0.849,323.37,251.85
Top_10_MarketCap,10,2021,AMZN,SELL,0.9627,166.72,127.97
Top_10_MarketCap,10,2021,TSLA,SELL,0.1076,352.26,12.59
Top_10_MarketCap,10,2021,META,SELL,0.2888,336.35,66.92
Top_10_MarketCap,10,2021,BRK.B,SELL,0.2402,299.0,50.26
Top_10_MarketCap,10,2021,JNJ,SELL,0.2391,149.74,24.91
Top_10_MarketCap,10,2021,AAPL,SELL,0.2885,173.45,48.03
Top_10_MarketCap,10,2021,MSFT,SELL,0.1417,323.37,42.03
Top_10_MarketCap,10,2021,AMZN,SELL,0.1607,166.72,21.35
Top_10_MarketCap,10,2021,TSLA,SELL,0.054,352.26,6.32
Top_10_MarketCap,10,2021,META,SELL,0.0482,336.35,11.17
Top_10_MarketCap,10,2021,BRK.B,SELL,0.0401,299.0,8.39
Top_10_MarketCap,10,2021,JNJ,SELL,0.0659,149.74,6.87
Top_10_MarketCap,10,2021,AAPL,SELL,0.0506,173.45,8.42
Top_10_MarketCap,10,2021,MSFT,SELL,0.0248,323.37,7.37
Top_10_MarketCap,10,2021,AMZN,SELL,0.0282,166.72,3.74
Top_10_MarketCap,10,2021,TSLA,SELL,0.0095,352.26,1.11
Top_10_MarketCap,10,2021,META,SELL,0.0084,336.35,1.96
Top_10_MarketCap,10,2021,BRK.B,SELL,0.007,299.0,1.47
Top_10_MarketCap,10,2021,JNJ,SELL,0.0116,149.74,1.2
Top_10_MarketCap,10,2021,AAPL,SELL,0.0089,173.45,1.48
Top_10_MarketCap,10,2021,MSFT,SELL,0.0044,323.37,1.29
Top_10_MarketCap,10,2021,AMZN,SELL,0.0049,166.72,0.66
Top_10_MarketCap,10,2021,TSLA,SELL,0.0017,352.26,0.19
Top_10_MarketCap,10,2021,META,SELL,0.0015,336.35,0.34
Top_10_MarketCap,10,2021,BRK.B,SELL,0.0012,299.0,0.26
Top_10_MarketCap,10,2021,JNJ,SELL,0.002,149.74,0.21
Top_10_MarketCap,10,2021,AAPL,SELL,0.0016,173.45,0.26
Top_10_MarketCap,10,2021,MSFT,SELL,0.0008,323.37,0.23
Top_10_MarketCap,10,2021,AMZN,SELL,0.0009,166.72,0.12
Top_10_MarketCap,10,2021,TSLA,SELL,0.0003,352.26,0.03
Top_10_MarketCap,10,2021,META,SELL,0.0003,336.35,0.06
Top_10_MarketCap,10,2021,BRK.B,SELL,0.0002,299.0,0.05
Top_10_MarketCap,10,2021,JNJ,SELL,0.0004,149.74,0.04
Top_10_MarketCap,10,2021,AAPL,SELL,0.0003,173.45,0.05
Top_10_MarketCap,10,2021,MSFT,SELL,0.0001,323.37,0.04
Top_10_MarketCap,10,2021,AMZN,SELL,0.0002,166.72,0.02
Top_10_MarketCap,10,2021,GOOGL,BUY,12.8687,143.42,0.0
Top_10_MarketCap,10,2021,NVDA,BUY,97.844,29.32,0.0
Top_10_MarketCap,10,2021,UNH,BUY,5.0782,502.14,0.0
Top_10_MarketCap,10,2022,MSFT,SELL,2.595,232.74,534.6
Top_10_MarketCap,10,2022,JNJ,SELL,3.6073,158.68,408.81
Top_10_MarketCap,10,2022,AAPL,SELL,6.6055,127.65,797.02
Top_10_MarketCap,10,2022,META,SELL,10.8984,120.34,-637.32
Top_10_MarketCap,10,2022,TSLA,SELL,12.216,123.18,-1368.68
Top_10_MarketCap,10,2022,UNH,SELL,0.505,530.18,14.16
Top_10_MarketCap,10,2022,GOOGL,BUY,5.3279,87.95,0.0
Top_10_MarketCap,10,2022,AMZN,BUY,11.3623,84.0,0.0
Top_10_MarketCap,10,2022,BRK.B,BUY,0.1526,308.9,0.0
Top_10_MarketCap,10,2022,XOM,BUY,19.3308,98.16,0.0
Top_10_MarketCap,10,2022,JPM,BUY,13.7351,122.8,0.0
Top_10_MarketCap,10,2022,NVDA,BUY,3.3796,14.58,0.0
Top_10_MarketCap,10,2023,JNJ,SELL,11.2937,145.07,551.94
Top_10_MarketCap,10,2023,AAPL,SELL,4.1818,190.21,766.2
Top_10_MarketCap,10,2023,GOOGL,SELL,46.8807,139.7,4352.67
Top_10_MarketCap,10,2023,BRK.B,SELL,1.1724,356.66,312.98
Top_10_MarketCap,10,2023,AMZN,SELL,7.8371,151.94,925.88
Top_10_MarketCap,10,2023,XOM,SELL,19.3308,92.02,-118.69
Top_10_MarketCap,10,2023,AAPL,SELL,1.9155,190.21,350.96
Top_10_MarketCap,10,2023,AMZN,SELL,1.4019,151.94,165.62
Top_10_MarketCap,10,2023,GOOGL,SELL,0.9229,139.7,48.02
Top_10_MarketCap,10,2023,BRK.B,SELL,0.2829,356.66,75.52
Top_10_MarketCap,10,2023,JPM,SELL,0.3174,160.41,11.94
Top_10_MarketCap,10,2023,AAPL,SELL,0.191,190.21,34.99
Top_10_MarketCap,10,2023,AMZN,SELL,0.1398,151.94,16.51
Top_10_MarketCap,10,2023,GOOGL,SELL,0.092,139.7,4.79
Top_10_MarketCap,10,2023,BRK.B,SELL,0.0282,356.66,7.53
Top_10_MarketCap,10,2023,JPM,SELL,0.0488,160.41,1.83
Top_10_MarketCap,10,2023,AAPL,SELL,0.0192,190.21,3.52
Top_10_MarketCap,10,2023,AMZN,SELL,0.0141,151.94,1.66
Top_10_MarketCap,10,2023,GOOGL,SELL,0.0093,139.7,0.48
Top_10_MarketCap,10,2023,BRK.B,SELL,0.0028,356.66,0.76
Top_10_MarketCap,10,2023,JPM,SELL,0.0049,160.41,0.18
Top_10_MarketCap,10,2023,AAPL,SELL,0.0019,190.21,0.35
Top_10_MarketCap,10,2023,AMZN,SELL,0.0014,151.94,0.17
Top_10_MarketCap,10,2023,GOOGL,SELL,0.0009,139.7,0.05
Top_10_MarketCap,10,2023,BRK.B,SELL,0.0003,356.66,0.08
Top_10_MarketCap,10,2023,JPM,SELL,0.0005,160.41,0.02
Top_10_MarketCap,10,2023,AAPL,SELL,0.0002,190.21,0.04
Top_10_MarketCap,10,2023,AMZN,SELL,0.0001,151.94,0.02
Top_10_MarketCap,10,2023,GOOGL,SELL,0.0001,139.7,0.01
Top_10_MarketCap,10,2023,MSFT,BUY,0.086,368.18,0.0
Top_10_MarketCap,10,2023,NVDA,BUY,87.7328,49.43,0.0
Top_10_MarketCap,10,2023,META,BUY,11.6797,353.96,0.0
Top_10_MarketCap,10,2023,TSLA,BUY,10.4756,248.48,0.0
Top_10_MarketCap,10,2023,UNH,BUY,0.0802,526.47,0.0
Top_10_MarketCap,10,2024,NVDA,SELL,72.7488,134.09,7621.89
Top_10_MarketCap,10,2024,UNH,SELL,4.6533,505.86,15.36
Top_10_MarketCap,10,2024,META,SELL,0.7619,592.85,182.0
Top_10_MarketCap,10,2024,TSLA,SELL,0.3841,403.84,59.67
Top_10_MarketCap,10,2024,NVDA,SELL,3.2737,134.09,342.98
Top_10_MarketCap,10,2024,META,SELL,0.3076,592.85,73.47
Top_10_MarketCap,10,2024,TSLA,SELL,0.2843,403.84,44.17
Top_10_MarketCap,10,2024,NVDA,SELL,0.1914,134.09,20.05
Top_10_MarketCap,10,2024,META,SELL,0.018,592.85,4.3
Top_10_MarketCap,10,2024,TSLA,SELL,0.0166,403.84,2.58
Top_10_MarketCap,10,2024,NVDA,SELL,0.0112,134.09,1.17
Top_10_MarketCap,10,2024,META,SELL,0.0011,592.85,0.25
Top_10_MarketCap,10,2024,TSLA,SELL,0.001,403.84,0.15
Top_10_MarketCap,10,2024,NVDA,SELL,0.0007,134.09,0.07
Top_10_MarketCap,10,2024,AAPL,BUY,14.0879,248.62,0.0
Top_10_MarketCap,10,2024,MSFT,BUY,4.5915,415.78,0.0
Top_10_MarketCap,10,2024,AMZN,BUY,1.9859,219.39,0.0
Top_10_MarketCap,10,2024,GOOGL,BUY,3.0242,189.45,0.0
Top_10_MarketCap,10,2024,BRK.B,BUY,1.5073,453.28,0.0
Top_10_MarketCap,10,2024,AVGO,BUY,16.2555,228.9,0.0
Top_10_MarketCap,10,2024,JPM,BUY,0.7024,231.46,0.0
Top_3_MarketCap,3,1994,GE,BUY,36.9089,102.0,0.0
Top_3_MarketCap,3,1994,T,BUY,199.6435,16.5,0.0
Top_3_MarketCap,3,1994,XOM,BUY,191.7325,15.34,0.0
Top_3_MarketCap,3,1995,GE,SELL,2.4845,144.0,104.35
Top_3_MarketCap,3,1995,GE,SELL,0.0818,144.0,3.44
Top_3_MarketCap,3,1995,GE,SELL,0.0027,144.0,0.11
Top_3_MarketCap,3,1995,T,BUY,16.6969,20.0,0.0
Top_3_MarketCap,3,1995,XOM,BUY,0.1805,20.13,0.0
Top_3_MarketCap,3,1996,GE,SELL,3.6065,197.76,345.36
Top_3_MarketCap,3,1996,T,SELL,216.3404,21.5,1023.26
Top_3_MarketCap,3,1996,GE,SELL,0.7816,197.76,74.85
Top_3_MarketCap,3,1996,XOM,SELL,3.0337,24.5,27.79
Top_3_MarketCap,3,1996,GE,SELL,0.0586,197.76,5.61
Top_3_MarketCap,3,1996,XOM,SELL,0.3696,24.5,3.39
Top_3_MarketCap,3,1996,GE,SELL,0.0051,197.76,0.49
Top_3_MarketCap,3,1996,XOM,SELL,0.0324,24.5,0.3
Top_3_MarketCap,3,1996,GE,SELL,0.0005,197.76,0.04
Top_3_MarketCap,3,1996,XOM,SELL,0.0028,24.5,0.03
Top_3_MarketCap,3,1996,XOM,SELL,0.0002,24.5,0.0
Top_3_MarketCap,3,1996,KO,BUY,204.3352,25.31,0.0
Top_3_MarketCap,3,1997,XOM,SELL,188.4742,30.59,2873.37
Top_3_MarketCap,3,1997,KO,SELL,53.3473,32.85,402.24
Top_3_MarketCap,3,1997,KO,SELL,8.7983,32.85,66.34
Top_3_MarketCap,3,1997,KO,SELL,0.1782,32.85,1.34
Top_3_MarketCap,3,1997,KO,SELL,0.0036,32.85,0.03
Top_3_MarketCap,3,1997,GE,BUY,10.8017,146.75,0.0
Top_3_MarketCap,3,1997,MSFT,BUY,164.2485,31.81,0.0
Top_3_MarketCap,3,1998,GE,SELL,1.5883,204.0,162.01
Top_3_MarketCap,3,1998,KO,SELL,142.0077,33.16,1114.76
Top_3_MarketCap,3,1998,MSFT,SELL,30.6207,68.22,1114.9
Top_3_MarketCap,3,1998,MSFT,SELL,3.9595,68.22,144.17
Top_3_MarketCap,3,1998,GE,SELL,1.1586,204.0,118.18
Top_3_MarketCap,3,1998,MSFT,SELL,0.4343,68.22,15.81
Top_3_MarketCap,3,1998,GE,SELL,0.1271,204.0,12.96
Top_3_MarketCap,3,1998,MSFT,SELL,0.0476,68.22,1.73
Top_3_MarketCap,3,1998,GE,SELL,0.0139,204.0,1.42
Top_3_MarketCap,3,1998,MSFT,SELL,0.0052,68.22,0.19
Top_3_MarketCap,3,1998,GE,SELL,0.0015,204.0,0.16
Top_3_MarketCap,3,1998,MSFT,SELL,0.0006,68.22,0.02
Top_3_MarketCap,3,1998,GE,SELL,0.0002,204.0,0.02
Top_3_MarketCap,3,1998,INTC,BUY,196.5431,35.03,0.0
Top_3_MarketCap,3,1999,GE,SELL,0.9754,309.5,202.39
Top_3_MarketCap,3,1999,MSFT,SELL,15.7302,114.81,1305.61
Top_3_MarketCap,3,1999,INTC,SELL,196.5431,41.05,1183.19
Top_3_MarketCap,3,1999,MSFT,SELL,2.6474,114.81,219.73
Top_3_MarketCap,3,1999,GE,SELL,0.8593,309.5,178.3
Top_3_MarketCap,3,1999,MSFT,SELL,0.3916,114.81,32.5
Top_3_MarketCap,3,1999,GE,SELL,0.1271,309.5,26.37
Top_3_MarketCap,3,1999,MSFT,SELL,0.0579,114.81,4.81
Top_3_MarketCap,3,1999,GE,SELL,0.0188,309.5,3.9
Top_3_MarketCap,3,1999,MSFT,SELL,0.0086,114.81,0.71
Top_3_MarketCap,3,1999,GE,SELL,0.0028,309.5,0.58
Top_3_MarketCap,3,1999,MSFT,SELL,0.0013,114.81,0.11
Top_3_MarketCap,3,1999,GE,SELL,0.0004,309.5,0.09
Top_3_MarketCap,3,1999,MSFT,SELL,0.0002,114.81,0.02
Top_3_MarketCap,3,1999,CSCO,BUY,178.7155,55.38,0.0
Top_3_MarketCap,3,2000,MSFT,SELL,110.3434,42.66,1197.23
Top_3_MarketCap,3,2000,CSCO,SELL,178.7155,39.5,-2838.0
Top_3_MarketCap,3,2000,GE,BUY,9.3373,143.81,0.0
Top_3_MarketCap,3,2000,XOM,BUY,125.792,43.47,0.0
Top_3_MarketCap,3,2000,PFE,BUY,143.9726,34.42,0.0
Top_3_MarketCap,3,2001,XOM,SELL,16.4865,39.3,-68.75
Top_3_MarketCap,3,2001,PFE,SELL,143.9726,29.81,-663.71
Top_3_MarketCap,3,2001,GE,BUY,1.6605,120.24,0.0
Top_3_MarketCap,3,2001,MSFT,BUY,72.8796,65.04,0.0
Top_3_MarketCap,3,2002,XOM,SELL,17.6079,34.94,-150.2
Top_3_MarketCap,3,2002,MSFT,BUY,9.8442,50.75,0.0
Top_3_MarketCap,3,2002,GE,BUY,1.5828,73.05,0.0
Top_3_MarketCap,3,2003,GE,SELL,11.8033,92.94,-106.94
Top_3_MarketCap,3,2003,XOM,SELL,16.524,41.0,-40.81
Top_3_MarketCap,3,2003,MSFT,BUY,64.8332,27.37,0.0
Top_3_MarketCap,3,2004,XOM,SELL,0.7372,51.26,5.74
Top_3_MarketCap,3,2004,MSFT,SELL,18.1932,26.73,-696.98
Top_3_MarketCap,3,2004,GE,BUY,4.7863,109.5,0.0
Top_3_MarketCap,3,2005,GE,SELL,4.4821,105.15,14.12
Top_3_MarketCap,3,2005,XOM,BUY,7.586,56.17,0.0
Top_3_MarketCap,3,2005,MSFT,BUY,1.6842,26.83,0.0
Top_3_MarketCap,3,2006,XOM,SELL,10.3072,76.63,341.79
Top_3_MarketCap,3,2006,GE,BUY,4.5595,111.63,0.0
Top_3_MarketCap,3,2006,MSFT,BUY,9.406,29.86,0.0
Top_3_MarketCap,3,2007,XOM,SELL,2.6258,93.69,131.87
Top_3_MarketCap,3,2007,MSFT,SELL,12.3499,35.6,-363.58
Top_3_MarketCap,3,2007,GE,BUY,6.1655,111.21,0.0
Top_3_MarketCap,3,2008,GE,SELL,47.6223,48.6,-3537.85
